,metric,split,value,relation,y_type,model
769,accuracy,test,0.2,Cause-Effect,CPMI_-2,conceptnet
770,accuracy,dev,0.2360248447204969,Cause-Effect,NPMI,conceptnet
771,accuracy,test,0.2537313432835821,Cause-Effect,NPMI,conceptnet
772,accuracy,dev,0.2484472049689441,Cause-Effect,NPMI,conceptnet
773,accuracy,test,0.2537313432835821,Cause-Effect,NPMI,conceptnet
774,accuracy,dev,0.36645962732919257,Cause-Effect,NPMI,conceptnet
775,accuracy,test,0.22885572139303484,Cause-Effect,NPMI,conceptnet
776,accuracy,dev,0.19875776397515527,Cause-Effect,NPMI,conceptnet
777,accuracy,test,0.215,Cause-Effect,NPMI,conceptnet
778,accuracy,dev,0.32298136645962733,Cause-Effect,NPMI,conceptnet
779,accuracy,test,0.265,Cause-Effect,NPMI,conceptnet
780,accuracy,dev,0.2795031055900621,Cause-Effect,NNEGPMI,conceptnet
781,accuracy,test,0.30845771144278605,Cause-Effect,NNEGPMI,conceptnet
782,accuracy,dev,0.2608695652173913,Cause-Effect,NNEGPMI,conceptnet
783,accuracy,test,0.24378109452736318,Cause-Effect,NNEGPMI,conceptnet
784,accuracy,dev,0.2111801242236025,Cause-Effect,NNEGPMI,conceptnet
785,accuracy,test,0.263681592039801,Cause-Effect,NNEGPMI,conceptnet
786,accuracy,dev,0.2919254658385093,Cause-Effect,NNEGPMI,conceptnet
787,accuracy,test,0.225,Cause-Effect,NNEGPMI,conceptnet
788,accuracy,dev,0.22981366459627328,Cause-Effect,NNEGPMI,conceptnet
789,accuracy,test,0.2,Cause-Effect,NNEGPMI,conceptnet
790,accuracy,dev,0.2919254658385093,Cause-Effect,P(C|E),conceptnet
791,accuracy,test,0.2537313432835821,Cause-Effect,P(C|E),conceptnet
792,accuracy,dev,0.2484472049689441,Cause-Effect,P(C|E),conceptnet
793,accuracy,test,0.27860696517412936,Cause-Effect,P(C|E),conceptnet
794,accuracy,dev,0.21739130434782608,Cause-Effect,P(C|E),conceptnet
795,accuracy,test,0.24875621890547264,Cause-Effect,P(C|E),conceptnet
796,accuracy,dev,0.17391304347826086,Cause-Effect,P(C|E),conceptnet
797,accuracy,test,0.205,Cause-Effect,P(C|E),conceptnet
798,accuracy,dev,0.2546583850931677,Cause-Effect,P(C|E),conceptnet
799,accuracy,test,0.21,Cause-Effect,P(C|E),conceptnet
800,accuracy,dev,0.2236024844720497,Cause-Effect,causal_stength_nec,conceptnet
801,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_nec,conceptnet
802,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_nec,conceptnet
803,accuracy,test,0.31840796019900497,Cause-Effect,causal_stength_nec,conceptnet
804,accuracy,dev,0.2608695652173913,Cause-Effect,causal_stength_nec,conceptnet
805,accuracy,test,0.24378109452736318,Cause-Effect,causal_stength_nec,conceptnet
806,accuracy,dev,0.21739130434782608,Cause-Effect,causal_stength_nec,conceptnet
807,accuracy,test,0.25,Cause-Effect,causal_stength_nec,conceptnet
808,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_nec,conceptnet
809,accuracy,test,0.22,Cause-Effect,causal_stength_nec,conceptnet
810,accuracy,dev,0.2422360248447205,Cause-Effect,causal_stength_suf,conceptnet
811,accuracy,test,0.22388059701492538,Cause-Effect,causal_stength_suf,conceptnet
812,accuracy,dev,0.2732919254658385,Cause-Effect,causal_stength_suf,conceptnet
813,accuracy,test,0.20398009950248755,Cause-Effect,causal_stength_suf,conceptnet
814,accuracy,dev,0.2981366459627329,Cause-Effect,causal_stength_suf,conceptnet
815,accuracy,test,0.22885572139303484,Cause-Effect,causal_stength_suf,conceptnet
816,accuracy,dev,0.2484472049689441,Cause-Effect,causal_stength_suf,conceptnet
817,accuracy,test,0.25,Cause-Effect,causal_stength_suf,conceptnet
818,accuracy,dev,0.21739130434782608,Cause-Effect,causal_stength_suf,conceptnet
819,accuracy,test,0.32,Cause-Effect,causal_stength_suf,conceptnet
820,accuracy,dev,0.2732919254658385,Cause-Effect,causal_stength_0.5,conceptnet
821,accuracy,test,0.21890547263681592,Cause-Effect,causal_stength_0.5,conceptnet
822,accuracy,dev,0.2670807453416149,Cause-Effect,causal_stength_0.5,conceptnet
823,accuracy,test,0.3333333333333333,Cause-Effect,causal_stength_0.5,conceptnet
824,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.5,conceptnet
825,accuracy,test,0.2736318407960199,Cause-Effect,causal_stength_0.5,conceptnet
826,accuracy,dev,0.2732919254658385,Cause-Effect,causal_stength_0.5,conceptnet
827,accuracy,test,0.24,Cause-Effect,causal_stength_0.5,conceptnet
828,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_0.5,conceptnet
829,accuracy,test,0.29,Cause-Effect,causal_stength_0.5,conceptnet
830,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.7,conceptnet
831,accuracy,test,0.26865671641791045,Cause-Effect,causal_stength_0.7,conceptnet
832,accuracy,dev,0.2608695652173913,Cause-Effect,causal_stength_0.7,conceptnet
833,accuracy,test,0.24378109452736318,Cause-Effect,causal_stength_0.7,conceptnet
834,accuracy,dev,0.2608695652173913,Cause-Effect,causal_stength_0.7,conceptnet
835,accuracy,test,0.2537313432835821,Cause-Effect,causal_stength_0.7,conceptnet
836,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_0.7,conceptnet
837,accuracy,test,0.27,Cause-Effect,causal_stength_0.7,conceptnet
838,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.7,conceptnet
839,accuracy,test,0.33,Cause-Effect,causal_stength_0.7,conceptnet
840,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_0.9,conceptnet
841,accuracy,test,0.2736318407960199,Cause-Effect,causal_stength_0.9,conceptnet
842,accuracy,dev,0.2732919254658385,Cause-Effect,causal_stength_0.9,conceptnet
843,accuracy,test,0.29850746268656714,Cause-Effect,causal_stength_0.9,conceptnet
844,accuracy,dev,0.2422360248447205,Cause-Effect,causal_stength_0.9,conceptnet
845,accuracy,test,0.24875621890547264,Cause-Effect,causal_stength_0.9,conceptnet
846,accuracy,dev,0.3416149068322981,Cause-Effect,causal_stength_0.9,conceptnet
847,accuracy,test,0.235,Cause-Effect,causal_stength_0.9,conceptnet
848,accuracy,dev,0.2670807453416149,Cause-Effect,causal_stength_0.9,conceptnet
849,accuracy,test,0.285,Cause-Effect,causal_stength_0.9,conceptnet
850,accuracy,dev,0.2236024844720497,Cause-Effect,causal_stength_1.0,conceptnet
851,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_1.0,conceptnet
852,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_1.0,conceptnet
853,accuracy,test,0.31840796019900497,Cause-Effect,causal_stength_1.0,conceptnet
854,accuracy,dev,0.2608695652173913,Cause-Effect,causal_stength_1.0,conceptnet
855,accuracy,test,0.24378109452736318,Cause-Effect,causal_stength_1.0,conceptnet
856,accuracy,dev,0.21739130434782608,Cause-Effect,causal_stength_1.0,conceptnet
857,accuracy,test,0.25,Cause-Effect,causal_stength_1.0,conceptnet
858,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_1.0,conceptnet
859,accuracy,test,0.22,Cause-Effect,causal_stength_1.0,conceptnet
860,accuracy,dev,0.2919254658385093,Cause-Effect,avg_freq_uni,conceptnet
861,accuracy,test,0.2885572139303483,Cause-Effect,avg_freq_uni,conceptnet
862,accuracy,dev,0.32919254658385094,Cause-Effect,avg_freq_uni,conceptnet
863,accuracy,test,0.32338308457711445,Cause-Effect,avg_freq_uni,conceptnet
864,accuracy,dev,0.38509316770186336,Cause-Effect,avg_freq_uni,conceptnet
865,accuracy,test,0.4427860696517413,Cause-Effect,avg_freq_uni,conceptnet
866,accuracy,dev,0.40993788819875776,Cause-Effect,avg_freq_uni,conceptnet
867,accuracy,test,0.335,Cause-Effect,avg_freq_uni,conceptnet
868,accuracy,dev,0.2608695652173913,Cause-Effect,avg_freq_uni,conceptnet
869,accuracy,test,0.32,Cause-Effect,avg_freq_uni,conceptnet
870,accuracy,dev,0.35403726708074534,Cause-Effect,avg_freq_bi,conceptnet
871,accuracy,test,0.2935323383084577,Cause-Effect,avg_freq_bi,conceptnet
872,accuracy,dev,0.3416149068322981,Cause-Effect,avg_freq_bi,conceptnet
873,accuracy,test,0.34328358208955223,Cause-Effect,avg_freq_bi,conceptnet
874,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,conceptnet
875,accuracy,test,0.36318407960199006,Cause-Effect,avg_freq_bi,conceptnet
876,accuracy,dev,0.36024844720496896,Cause-Effect,avg_freq_bi,conceptnet
877,accuracy,test,0.36,Cause-Effect,avg_freq_bi,conceptnet
878,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,conceptnet
879,accuracy,test,0.435,Cause-Effect,avg_freq_bi,conceptnet
